fqn	source	demand	corpusDefined	constraints	derived	stereotypes	taggedValues	defaults	escapes	file
meta::protocols::pure::vX_X_X::metamodel::m3::function::property::PropertyPtr	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::function::property::QualifiedProperty	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::multiplicity::Multiplicity	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::relationship::Association	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::type::Class	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::type::Type	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::type::generics::GenericType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::AppliedFunction	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::FunctionApplication	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::ValueSpecification	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::Variable	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/m3.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::constant::PackageableElementPtr	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/_extra.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::constant::PackageableType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/_extra.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::constant::classInstance::ClassInstance	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/_extra.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::constant::datatype::primitive::CDate	legend-engine	corpus	false	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/_extra.pure
meta::protocols::pure::vX_X_X::metamodel::m3::valuespecification::constant::datatype::primitive::CString	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/protocol/vX_X_X/models/core/_extra.pure
meta::pure::alloy::connections::Mapper	legend-engine	corpus	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/postprocessor.pure
meta::pure::alloy::connections::MapperPostProcessor	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/postprocessor.pure
meta::pure::alloy::connections::PostProcessor	legend-engine	corpus	true	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/postprocessor.pure
meta::pure::alloy::connections::RelationalMapperPostProcessor	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/postprocessor.pure
meta::pure::alloy::connections::SchemaNameMapper	legend-engine	java	true	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/postprocessor.pure
meta::pure::alloy::connections::TableNameMapper	legend-engine	java	true	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/postprocessor.pure
meta::pure::alloy::connections::alloy::authentication::AuthenticationStrategy	legend-engine	corpus	true	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/authenticationStrategy.pure
meta::pure::alloy::connections::alloy::authentication::MiddleTierUserNamePasswordAuthenticationStrategy	legend-engine	corpus	false	0	0	0	1	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/authenticationStrategy.pure
meta::pure::alloy::connections::alloy::specification::DatasourceSpecification	legend-engine	java	true	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/datasourceSpecification.pure
meta::pure::alloy::connections::alloy::specification::DuckDBDatasourceSpecification	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-duckdb/legend-engine-xt-relationalStore-duckdb-pure/src/main/resources/core_relational_duckdb/relational/connection/metamodel.pure
meta::pure::alloy::connections::alloy::specification::LocalH2DatasourceSpecification	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/connection/datasourceSpecification.pure
meta::pure::data::EmbeddedData	legend-engine	corpus	false	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/data/data.pure
meta::pure::dataQuality::Checked	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/dataQuality/dataQuality.pure
meta::pure::dataQuality::Defect	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/dataQuality/dataQuality.pure
meta::pure::dataQuality::EnforcementLevel	legend-engine	closure	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/dataQuality/dataQuality.pure
meta::pure::dataQuality::RelativePathNode	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/dataQuality/dataQuality.pure
meta::pure::dataQuality::RuleType	legend-engine	closure	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/dataQuality/dataQuality.pure
meta::pure::executionPlan::AllocationExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ClassResultType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ConstantExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::DataTypeResultType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ErrorExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ExecutionNode	legend-engine	java	false	0	1	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ExecutionOption	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan_generation.pure
meta::pure::executionPlan::ExecutionOptionContext	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan_generation.pure
meta::pure::executionPlan::ExecutionPlan	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::FreeMarkerConditionalExecutionNode	legend-engine	corpus	false	1	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::FunctionParameter	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::FunctionParametersValidationNode	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::MultiExecutionContext	legend-engine	corpus	false	0	1	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan_generation.pure
meta::pure::executionPlan::MultiResultSequenceExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ParameterValidationContext	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::PlanSetPlaceHolder	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan_generation.pure
meta::pure::executionPlan::PlanVarPlaceHolder	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan_generation.pure
meta::pure::executionPlan::PlatformImplementation	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::PureExpressionPlatformExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::ResultType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::SequenceExecutionNode	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::TDSResultType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::VariableInput	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::VoidResultType	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlan.pure
meta::pure::executionPlan::extension::ExecutionPlanExtension	legend-engine	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/extensions.pure
meta::pure::executionPlan::features::Feature	legend-engine	corpus	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/executionPlanFeature.pure
meta::pure::executionPlan::platformBinding::PlatformBinding	legend-engine	closure	false	2	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/platformBinding/platformBinding.pure
meta::pure::executionPlan::platformBinding::PlatformBindingConfig	legend-engine	closure	false	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/platformBinding/platformBinding.pure
meta::pure::executionPlan::platformBinding::PlatformBindingExtension	legend-engine	closure	false	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/executionPlan/platformBinding/platformBinding.pure
meta::pure::extension::Extension	legend-engine	java	false	0	5	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/extensions/extension.pure
meta::pure::extension::FeatureExtension	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/extensions/extension.pure
meta::pure::extension::ModuleExtension	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/extensions/extension.pure
meta::pure::extension::SerializerExtension	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/extensions/extension.pure
meta::pure::functions::collection::AggregateValue	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/corefunctions/collectionExtension.pure
meta::pure::functions::collection::List	legend-pure	java	false	0	1	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/anonymousCollections.pure
meta::pure::functions::collection::Map	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/anonymousCollections.pure
meta::pure::functions::collection::MapStats	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/collection/anonymous/map/getMapStats.pure
meta::pure::functions::collection::Pair	legend-pure	java	false	0	1	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/anonymousCollections.pure
meta::pure::functions::collection::TreeNode	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/anonymousCollections.pure
meta::pure::functions::collection::ValueHolder	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/anonymousCollections.pure
meta::pure::functions::date::DayOfWeek	legend-pure	java	false	enum						/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/date/_structures.pure
meta::pure::functions::date::Duration	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/date/_structures.pure
meta::pure::functions::date::DurationUnit	legend-pure	java	false	enum						/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/date/_structures.pure
meta::pure::functions::date::Month	legend-pure	java	false	enum						/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/date/_structures.pure
meta::pure::functions::date::Quarter	legend-pure	java	false	enum						/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/date/_structures.pure
meta::pure::functions::io::http::HTTPMethod	legend-engine	corpus	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-unclassified/legend-engine-pure-functions-unclassified-pure/src/main/resources/core_functions_unclassified/io/http/executeHTTPRaw.pure
meta::pure::functions::io::http::URL	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-unclassified/legend-engine-pure-functions-unclassified-pure/src/main/resources/core_functions_unclassified/io/http/executeHTTPRaw.pure
meta::pure::functions::io::http::URLScheme	legend-engine	closure	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-unclassified/legend-engine-pure-functions-unclassified-pure/src/main/resources/core_functions_unclassified/io/http/executeHTTPRaw.pure
meta::pure::functions::lang::KeyValue	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/lang/creation/dynamicNew.pure
meta::pure::functions::math::mathUtility::RowMapper	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-standard/legend-engine-pure-functions-standard-pure/src/main/resources/core_functions_standard/math/aggregator/mathUtility.pure
meta::pure::functions::meta::SourceInformation	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/essential/meta/source/sourceInformation.pure
meta::pure::functions::relation::Frame	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/frame.pure
meta::pure::functions::relation::FrameIntValue	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/frame.pure
meta::pure::functions::relation::FrameIntervalValue	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/frame.pure
meta::pure::functions::relation::FrameNumericValue	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/frame.pure
meta::pure::functions::relation::FrameValue	legend-pure	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/frame.pure
meta::pure::functions::relation::JoinKind	legend-engine	java	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-relation/legend-engine-pure-functions-relation-pure/src/main/resources/core_functions_relation/relation/functions/transformation/join.pure
meta::pure::functions::relation::SortInfo	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/sort.pure
meta::pure::functions::relation::UnboundedFrameValue	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/frame.pure
meta::pure::functions::relation::_Range	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-relation/legend-engine-pure-functions-relation-pure/src/main/resources/core_functions_relation/relation/functions/olap/frame/range.pure
meta::pure::functions::relation::_RangeInterval	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-relation/legend-engine-pure-functions-relation-pure/src/main/resources/core_functions_relation/relation/functions/olap/frame/range.pure
meta::pure::functions::relation::_Window	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-core/legend-pure-m3-core/src/main/resources/platform/pure/grammar/functions/meta/type/relation/window/window.pure
meta::pure::functions::string::RegexpParameter	legend-engine	java	false	enum						/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-functions-unclassified/legend-engine-pure-functions-unclassified-pure/src/main/resources/core_functions_unclassified/string/regex/regexpParameter.pure
meta::pure::functions::test::TestedByResult	legend-engine	corpus	false	0	3	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/corefunctions/testExtension.pure
meta::pure::graphFetch::GraphFetchTree	legend-pure	corpus	false	0	2	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-dsl/legend-pure-dsl-graph/legend-pure-m2-dsl-graph-pure/src/main/resources/platform_dsl_graph/graph.pure
meta::pure::graphFetch::PropertyGraphFetchTree	legend-pure	corpus	false	0	2	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-dsl/legend-pure-dsl-graph/legend-pure-m2-dsl-graph-pure/src/main/resources/platform_dsl_graph/graph.pure
meta::pure::graphFetch::RootGraphFetchTree	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-dsl/legend-pure-dsl-graph/legend-pure-m2-dsl-graph-pure/src/main/resources/platform_dsl_graph/graph.pure
meta::pure::graphFetch::SubTypeGraphFetchTree	legend-pure	closure	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-dsl/legend-pure-dsl-graph/legend-pure-m2-dsl-graph-pure/src/main/resources/platform_dsl_graph/graph.pure
meta::pure::graphFetch::execution::AlloySerializationConfig	legend-engine	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/graphFetch/graphFetch.pure
meta::pure::graphFetch::executionPlan::GlobalGraphFetchExecutionNode	legend-engine	corpus	false	0	0	1	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/graphFetch/graphFetchExecutionPlan.pure
meta::pure::graphFetch::executionPlan::LocalGraphFetchExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/graphFetch/graphFetchExecutionPlan.pure
meta::pure::graphFetch::executionPlan::StoreMappingCrossLocalGraphFetchExecutionNodeGenerationInput	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/graphFetch/graphFetchExecutionPlan.pure
meta::pure::graphFetch::executionPlan::StoreMappingGlobalGraphFetchExecutionNode	legend-engine	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-core/legend-engine-core-pure/legend-engine-pure-code-compiled-core/src/main/resources/core/pure/graphFetch/graphFetchExecutionPlan.pure
